epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,94.7627,1.18048,0.91443,1.14885,0,0,0,0,0,241.453,0,0.0005348,0.0005348,0.0005348
39,97.2285,1.1514,0.90677,1.14353,0,0,0,0,0,295.406,0,0.0004952,0.0004952,0.0004952
40,99.7123,1.13629,0.8795,1.12508,0,0,0,0,0,244.516,0,0.0004556,0.0004556,0.0004556
41,104.816,1.15345,1.04223,1.15394,0,0,0,0,0,203,0,0.000416,0.000416,0.000416
42,107.388,1.14657,0.90543,1.12856,0,0,0,0,0,176.734,0,0.0003764,0.0003764,0.0003764
43,109.838,1.15125,0.92564,1.15493,0,0,0,0,0,220.414,0,0.0003368,0.0003368,0.0003368
44,112.24,1.11572,0.89119,1.13948,0,0,0,0,0,278.375,0,0.0002972,0.0002972,0.0002972
45,114.625,1.09368,0.84243,1.10868,0,0,0,0,0,311.406,0,0.0002576,0.0002576,0.0002576
46,117.015,1.08073,0.8042,1.09551,0,0,0,0,0,254.922,0,0.000218,0.000218,0.000218
47,119.574,1.02783,0.80834,1.07704,0,0,0,0,0,270.453,0,0.0001784,0.0001784,0.0001784
48,122.006,1.05849,0.77663,1.09794,0,0,0,0,0,282.656,0,0.0001388,0.0001388,0.0001388
49,124.428,1.04478,0.7567,1.07409,0,0,0,0,0,274.188,0,9.92e-05,9.92e-05,9.92e-05
50,126.877,1.04763,0.75678,1.09151,0,0,0,0,0,280.234,0,5.96e-05,5.96e-05,5.96e-05
