epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,72.1629,1.20141,0.98194,1.17536,0,0,0,0,0,186.344,0,0.0006536,0.0006536,0.0006536
36,74.2251,1.25455,0.99395,1.18677,0,0,0,0,0,191.453,0,0.000614,0.000614,0.000614
37,76.2748,1.20831,0.9724,1.1663,0,0,0,0,0,237.164,0,0.0005744,0.0005744,0.0005744
38,78.3334,1.20735,0.93865,1.19908,0,0,0,0,0,207.75,0,0.0005348,0.0005348,0.0005348
39,80.3933,1.21394,1.05291,1.16447,0,0,0,0,0,271.75,0,0.0004952,0.0004952,0.0004952
40,82.4564,1.14759,0.89668,1.14256,0,0,0,0,0,261.438,0,0.0004556,0.0004556,0.0004556
41,85.8528,1.16053,1.09357,1.14285,0,0,0,0,0,152.469,0,0.000416,0.000416,0.000416
42,87.9018,1.17462,0.94954,1.11204,0,0,0,0,0,149.004,0,0.0003764,0.0003764,0.0003764
43,89.9226,1.15473,0.93508,1.12889,0,0,0,0,0,294.227,0,0.0003368,0.0003368,0.0003368
44,91.9414,1.13121,0.92169,1.14044,0,0,0,0,0,320.742,0,0.0002972,0.0002972,0.0002972
45,93.949,1.05436,0.90189,1.09185,0,0,0,0,0,301.188,0,0.0002576,0.0002576,0.0002576
46,95.9613,1.11485,0.99796,1.16796,0,0,0,0,0,294.484,0,0.000218,0.000218,0.000218
47,97.9553,1.0686,0.86284,1.08939,0,0,0,0,0,274.203,0,0.0001784,0.0001784,0.0001784
48,99.9696,1.13241,0.85091,1.14027,0,0,0,0,0,291.633,0,0.0001388,0.0001388,0.0001388
49,101.96,1.05882,0.80994,1.08834,0,0,0,0,0,288.961,0,9.92e-05,9.92e-05,9.92e-05
50,104.065,1.00846,0.78889,1.0677,0,0,0,0,0,290.562,0,5.96e-05,5.96e-05,5.96e-05
